x,y
0.35502958579881655,0.16371681415929218
0.49704142011834324,0.16666666666666674
0.6020710059171598,0.16371681415929218
0.6523668639053255,0.16371681415929218
0.6819526627218935,0.16519174041297946
0.4053254437869822,0.31563421828908556
0.46005917159763304,0.31858407079646034
0.591715976331361,0.3141592920353983
0.643491124260355,0.31563421828908556
0.6686390532544378,0.3141592920353983
0.3313609467455621,0.46902654867256643
0.386094674556213,0.46902654867256643
0.5399408284023669,0.46755162241887915
0.6035502958579881,0.46755162241887915
0.7825443786982249,0.46607669616519176
0.8357988165680474,0.46607669616519176
0.7292899408284024,0.46902654867256643
0.35502958579881655,0.6209439528023599
0.3816568047337278,0.6209439528023599
0.48224852071005914,0.6209439528023599
0.5414201183431954,0.6194690265486726
0.5621301775147929,0.6194690265486726
0.6568047337278107,0.6194690265486726
0.7588757396449706,0.6194690265486726
0.7869822485207101,0.6194690265486726
0.5044378698224852,0.7728613569321534
0.6316568047337279,0.7713864306784661
0.7366863905325445,0.7713864306784661
0.6272189349112426,0.9262536873156342
0.6789940828402368,0.9247787610619469
0.7810650887573964,0.9233038348082596
